purchase_id,date,supplier_name,item_name,category,unit,quantity_purchased,unit_cost,total_cost,delivery_status,expected_delivery,payment_method,notes
P2436,2018-05-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 24, 5, 86","12.5, 1.2, 0.8, 0.1",128.9,Completed,,Bank Transfer,
P2437,2018-05-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 36, 5, 52","12.5, 1.2, 0.8, 0.1",277.4,Completed,,Bank Transfer,
P2438,2018-05-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 29, 5, 60","12.5, 1.2, 0.8, 0.1",207.3,Completed,,Bank Transfer,
P2439,2018-06-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 18, 7, 68","12.5, 1.2, 0.8, 0.1",121.5,Completed,,Bank Transfer,
P2440,2018-06-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 40, 7, 71","12.5, 1.2, 0.8, 0.1",148.2,Completed,,Bank Transfer,
P2441,2018-06-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 24, 7, 64","12.5, 1.2, 0.8, 0.1",265.8,Completed,,Bank Transfer,
P2442,2018-06-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 17, 10, 92","12.5, 1.2, 0.8, 0.1",187.6,Completed,,Bank Transfer,
P2443,2018-06-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 31, 9, 96","12.5, 1.2, 0.8, 0.1",229.0,Completed,,Bank Transfer,
P2444,2018-07-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 32, 7, 73","12.5, 1.2, 0.8, 0.1",276.3,Completed,,Bank Transfer,
P2445,2018-07-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 17, 9, 56","12.5, 1.2, 0.8, 0.1",158.2,Completed,,Bank Transfer,
P2446,2018-07-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 34, 10, 51","12.5, 1.2, 0.8, 0.1",303.9,Completed,,Bank Transfer,
P2447,2018-07-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 33, 6, 73","12.5, 1.2, 0.8, 0.1",189.2,Completed,,Bank Transfer,
P2448,2018-08-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 39, 5, 98","12.5, 1.2, 0.8, 0.1",210.6,Completed,,Bank Transfer,
P2449,2018-08-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 19, 9, 94","12.5, 1.2, 0.8, 0.1",114.4,Completed,,Bank Transfer,
P2450,2018-08-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 10, 75","12.5, 1.2, 0.8, 0.1",166.9,Completed,,Bank Transfer,
P2451,2018-08-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 16, 10, 74","12.5, 1.2, 0.8, 0.1",234.6,Completed,,Bank Transfer,
P2452,2018-08-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 40, 10, 89","12.5, 1.2, 0.8, 0.1",164.9,Completed,,Bank Transfer,
P2453,2018-09-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 30, 8, 65","12.5, 1.2, 0.8, 0.1",298.9,Completed,,Bank Transfer,
P2454,2018-09-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 24, 6, 86","12.5, 1.2, 0.8, 0.1",142.2,Completed,,Bank Transfer,
P2455,2018-09-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 34, 8, 94","12.5, 1.2, 0.8, 0.1",231.6,Completed,,Bank Transfer,
P2456,2018-09-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 18, 9, 81","12.5, 1.2, 0.8, 0.1",149.4,Completed,,Bank Transfer,
P2457,2018-10-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 39, 6, 100","12.5, 1.2, 0.8, 0.1",174.1,Completed,,Bank Transfer,
P2458,2018-10-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 37, 9, 74","12.5, 1.2, 0.8, 0.1",259.0,Completed,,Bank Transfer,
P2459,2018-10-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 31, 6, 89","12.5, 1.2, 0.8, 0.1",238.4,Completed,,Bank Transfer,
P2460,2018-10-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 37, 8, 92","12.5, 1.2, 0.8, 0.1",172.5,Completed,,Bank Transfer,
P2461,2018-11-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 27, 8, 92","12.5, 1.2, 0.8, 0.1",260.5,Completed,,Bank Transfer,
P2462,2018-11-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 18, 10, 55","12.5, 1.2, 0.8, 0.1",122.6,Completed,,Bank Transfer,
P2463,2018-11-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 18, 9, 62","12.5, 1.2, 0.8, 0.1",185.0,Completed,,Bank Transfer,
P2464,2018-11-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 38, 8, 88","12.5, 1.2, 0.8, 0.1",160.8,Completed,,Bank Transfer,
P2465,2018-11-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 24, 5, 77","12.5, 1.2, 0.8, 0.1",253.0,Completed,,Bank Transfer,
P2466,2018-12-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 21, 7, 85","12.5, 1.2, 0.8, 0.1",101.8,Completed,,Bank Transfer,
P2467,2018-12-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 25, 6, 70","12.5, 1.2, 0.8, 0.1",141.8,Completed,,Bank Transfer,
P2468,2018-12-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 29, 6, 57","12.5, 1.2, 0.8, 0.1",282.8,Completed,,Bank Transfer,
P2469,2018-12-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 22, 6, 71","12.5, 1.2, 0.8, 0.1",138.3,Completed,,Bank Transfer,
P2470,2019-01-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 22, 10, 87","12.5, 1.2, 0.8, 0.1",105.6,Completed,,Bank Transfer,
P2471,2019-01-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 39, 7, 98","12.5, 1.2, 0.8, 0.1",199.7,Completed,,Bank Transfer,
P2472,2019-01-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 22, 7, 75","12.5, 1.2, 0.8, 0.1",202.0,Completed,,Bank Transfer,
P2473,2019-01-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 36, 9, 84","12.5, 1.2, 0.8, 0.1",196.3,Completed,,Bank Transfer,
P2474,2019-02-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 10, 5, 68","12.5, 1.2, 0.8, 0.1",260.3,Completed,,Bank Transfer,
P2475,2019-02-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 21, 8, 50","12.5, 1.2, 0.8, 0.1",224.1,Completed,,Bank Transfer,
P2476,2019-02-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 29, 10, 65","12.5, 1.2, 0.8, 0.1",199.3,Completed,,Bank Transfer,
P2477,2019-02-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 31, 6, 80","12.5, 1.2, 0.8, 0.1",212.5,Completed,,Bank Transfer,
P2478,2019-03-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 33, 9, 75","12.5, 1.2, 0.8, 0.1",154.3,Completed,,Bank Transfer,
P2479,2019-03-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 40, 10, 87","12.5, 1.2, 0.8, 0.1",277.2,Completed,,Bank Transfer,
P2480,2019-03-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 21, 7, 58","12.5, 1.2, 0.8, 0.1",149.1,Completed,,Bank Transfer,
P2481,2019-03-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 20, 5, 89","12.5, 1.2, 0.8, 0.1",111.9,Completed,,Bank Transfer,
P2482,2019-03-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 5, 50","12.5, 1.2, 0.8, 0.1",160.4,Completed,,Bank Transfer,
P2483,2019-04-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 31, 5, 100","12.5, 1.2, 0.8, 0.1",126.2,Completed,,Bank Transfer,
P2484,2019-04-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 31, 10, 53","12.5, 1.2, 0.8, 0.1",150.5,Completed,,Bank Transfer,
P2485,2019-04-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 36, 7, 77","12.5, 1.2, 0.8, 0.1",144.0,Completed,,Bank Transfer,
P2486,2019-04-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 23, 5, 87","12.5, 1.2, 0.8, 0.1",127.8,Completed,,Bank Transfer,
P2487,2019-05-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 16, 9, 66","12.5, 1.2, 0.8, 0.1",270.5,Completed,,Bank Transfer,
P2488,2019-05-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 40, 10, 89","12.5, 1.2, 0.8, 0.1",227.4,Completed,,Bank Transfer,
P2489,2019-05-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 14, 5, 64","12.5, 1.2, 0.8, 0.1",114.7,Completed,,Bank Transfer,
P2490,2019-05-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 11, 10, 97","12.5, 1.2, 0.8, 0.1",93.4,Completed,,Bank Transfer,
P2491,2019-05-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 30, 6, 83","12.5, 1.2, 0.8, 0.1",161.6,Completed,,Bank Transfer,
P2492,2019-06-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 31, 8, 86","12.5, 1.2, 0.8, 0.1",227.2,Completed,,Bank Transfer,
P2493,2019-06-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 34, 10, 93","12.5, 1.2, 0.8, 0.1",133.1,Completed,,Bank Transfer,
P2494,2019-06-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 25, 6, 62","12.5, 1.2, 0.8, 0.1",253.5,Completed,,Bank Transfer,
P2495,2019-06-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 12, 5, 66","12.5, 1.2, 0.8, 0.1",162.5,Completed,,Bank Transfer,
P2496,2019-07-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 26, 5, 81","12.5, 1.2, 0.8, 0.1",205.8,Completed,,Bank Transfer,
P2497,2019-07-12,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 40, 10, 65","12.5, 1.2, 0.8, 0.1",300.0,Completed,,Bank Transfer,
P2498,2019-07-19,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 37, 7, 70","12.5, 1.2, 0.8, 0.1",282.0,Completed,,Bank Transfer,
P2499,2019-07-26,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 12, 9, 58","12.5, 1.2, 0.8, 0.1",252.4,Completed,,Bank Transfer,
P2500,2019-08-02,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 12, 9, 85","12.5, 1.2, 0.8, 0.1",142.6,Completed,,Bank Transfer,
P2501,2019-08-09,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 38, 6, 51","12.5, 1.2, 0.8, 0.1",168.0,Completed,,Bank Transfer,
P2502,2019-08-16,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 16, 5, 83","12.5, 1.2, 0.8, 0.1",256.5,Completed,,Bank Transfer,
P2503,2019-08-23,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 36, 7, 57","12.5, 1.2, 0.8, 0.1",267.0,Completed,,Bank Transfer,
P2504,2019-08-30,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 22, 5, 90","12.5, 1.2, 0.8, 0.1",289.4,Completed,,Bank Transfer,
P2505,2019-09-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 36, 5, 59","12.5, 1.2, 0.8, 0.1",203.1,Completed,,Bank Transfer,
P2506,2019-09-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","11, 23, 7, 98","12.5, 1.2, 0.8, 0.1",180.5,Completed,,Bank Transfer,
P2507,2019-09-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 32, 10, 77","12.5, 1.2, 0.8, 0.1",154.1,Completed,,Bank Transfer,
P2508,2019-09-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 23, 9, 62","12.5, 1.2, 0.8, 0.1",191.0,Completed,,Bank Transfer,
P2509,2019-10-04,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 39, 10, 89","12.5, 1.2, 0.8, 0.1",251.2,Completed,,Bank Transfer,
P2510,2019-10-11,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 23, 8, 77","12.5, 1.2, 0.8, 0.1",129.2,Completed,,Bank Transfer,
P2511,2019-10-18,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 10, 6, 59","12.5, 1.2, 0.8, 0.1",185.2,Completed,,Bank Transfer,
P2512,2019-10-25,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 35, 9, 92","12.5, 1.2, 0.8, 0.1",208.4,Completed,,Bank Transfer,
P2513,2019-11-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 32, 9, 96","12.5, 1.2, 0.8, 0.1",142.7,Completed,,Bank Transfer,
P2514,2019-11-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","12, 31, 6, 71","12.5, 1.2, 0.8, 0.1",199.1,Completed,,Bank Transfer,
P2515,2019-11-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 35, 9, 59","12.5, 1.2, 0.8, 0.1",167.6,Completed,,Bank Transfer,
P2516,2019-11-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 35, 8, 56","12.5, 1.2, 0.8, 0.1",266.5,Completed,,Bank Transfer,
P2517,2019-11-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 22, 9, 65","12.5, 1.2, 0.8, 0.1",165.1,Completed,,Bank Transfer,
P2518,2019-12-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 28, 7, 88","12.5, 1.2, 0.8, 0.1",285.5,Completed,,Bank Transfer,
P2519,2019-12-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 37, 6, 61","12.5, 1.2, 0.8, 0.1",242.8,Completed,,Bank Transfer,
P2520,2019-12-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","15, 15, 9, 76","12.5, 1.2, 0.8, 0.1",220.3,Completed,,Bank Transfer,
P2521,2019-12-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 18, 7, 93","12.5, 1.2, 0.8, 0.1",199.0,Completed,,Bank Transfer,
P2522,2020-01-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 34, 6, 97","12.5, 1.2, 0.8, 0.1",217.8,Completed,,Bank Transfer,
P2523,2020-01-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 34, 10, 96","12.5, 1.2, 0.8, 0.1",283.4,Completed,,Bank Transfer,
P2524,2020-01-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","18, 26, 5, 57","12.5, 1.2, 0.8, 0.1",265.9,Completed,,Bank Transfer,
P2525,2020-01-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","7, 19, 6, 64","12.5, 1.2, 0.8, 0.1",121.5,Completed,,Bank Transfer,
P2526,2020-01-31,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 23, 7, 51","12.5, 1.2, 0.8, 0.1",113.3,Completed,,Bank Transfer,
P2527,2020-02-07,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 20, 9, 81","12.5, 1.2, 0.8, 0.1",101.8,Completed,,Bank Transfer,
P2528,2020-02-14,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 12, 7, 70","12.5, 1.2, 0.8, 0.1",277.0,Completed,,Bank Transfer,
P2529,2020-02-21,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 29, 10, 92","12.5, 1.2, 0.8, 0.1",252.0,Completed,,Bank Transfer,
P2530,2020-02-28,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","6, 34, 10, 74","12.5, 1.2, 0.8, 0.1",131.2,Completed,,Bank Transfer,
P2531,2020-03-06,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 34, 8, 83","12.5, 1.2, 0.8, 0.1",180.5,Completed,,Bank Transfer,
P2532,2020-03-13,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 39, 9, 53","12.5, 1.2, 0.8, 0.1",309.3,Completed,,Bank Transfer,
P2533,2020-03-20,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 39, 7, 86","12.5, 1.2, 0.8, 0.1",186.0,Completed,,Bank Transfer,
P2534,2020-03-27,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","8, 32, 6, 51","12.5, 1.2, 0.8, 0.1",148.3,Completed,,Bank Transfer,
P2535,2020-04-03,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","13, 40, 8, 65","12.5, 1.2, 0.8, 0.1",223.4,Completed,,Bank Transfer,
P2536,2020-04-10,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 15, 5, 76","12.5, 1.2, 0.8, 0.1",267.1,Completed,,Bank Transfer,
P2537,2020-04-17,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","10, 38, 10, 75","12.5, 1.2, 0.8, 0.1",186.1,Completed,,Bank Transfer,
P2538,2020-04-24,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","17, 33, 5, 63","12.5, 1.2, 0.8, 0.1",262.4,Completed,,Bank Transfer,
P2539,2020-05-01,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","9, 16, 7, 82","12.5, 1.2, 0.8, 0.1",145.5,Completed,,Bank Transfer,
P2540,2020-05-08,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","14, 12, 9, 100","12.5, 1.2, 0.8, 0.1",206.6,Completed,,Bank Transfer,
P2541,2020-05-15,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","5, 15, 9, 70","12.5, 1.2, 0.8, 0.1",94.7,Completed,,Bank Transfer,
P2542,2020-05-22,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","16, 31, 9, 87","12.5, 1.2, 0.8, 0.1",253.1,Completed,,Bank Transfer,
P2543,2020-05-29,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","20, 24, 6, 96","12.5, 1.2, 0.8, 0.1",293.2,Completed,,Bank Transfer,
P2544,2020-06-05,Distribuciones Costa,"Coffee Beans, Milk, Sugar, Paper Cups","Ingredient, Ingredient, Ingredient, Packaging","kg, L, kg, units","19, 39, 9, 62","12.5, 1.2, 0.8, 0.1",297.7,Completed,,Bank Transfer,
